,评论内容
15394,iPhone8p 流畅 新 系统 操作性 屏幕 分辨率 高 拍照 人像 功能 独特 犹如 单反相机 拍摄 效果 运行 大型 单机游戏 现实感 很强 流畅 扬声器 两个 立体声 播放 音乐 低音 弹性 高音 刺耳 中音 醇厚 很耐 听 效果 电池 续航 能力 很强 电池 时间 屏幕 时间 周期性 统计 A11 仿生 芯片 能力 很强 流畅 几年 体验 手机 一分钱 一分货 喜欢 买 
15395,iPhone8p 流畅 新 系统 操作性 屏幕 分辨率 高 拍照 人像 功能 独特 犹如 单反相机 拍摄 效果 运行 大型 单机游戏 现实感 很强 流畅 扬声器 两个 立体声 播放 音乐 低音 弹性 高音 刺耳 中音 醇厚 很耐 听 效果 电池 续航 能力 很强 电池 时间 屏幕 时间 周期性 统计 A11 仿生 芯片 能力 很强 流畅 几年 体验 手机 一分钱 一分货 喜欢 买 
15396,用户 未填写 评价 内容 
15397,电子产品 信赖 京东 物流 客服 耐心 
15398,用户 未填写 评价 内容 
15399,几天 手机 一台 可惜 没出 125g 256 太贵 买 64g 
15400,用户 未填写 评价 内容 
15401,新机 信赖 京东 
15402,续航 不行 挺 
15403,用户 未填写 评价 内容 
15404,手机 第二天 送到 购买 时 承诺 送 50 元 话费 好像 不见踪影 比多花 11 块钱 
15405,手机 送货 挺快 期待 后期 体验 希望 辜负 期望 
15406,发货 速度 很快 第一次 苹果 系统   不太会 操作 手机 不错 质量 发现 一段时间 追加 评论 
15407,用户 未填写 评价 内容 
15408,用户 未填写 评价 内容 
15409,一周 感觉 不错 
15410,第一次 送来 手机 听筒 声音 特别 小看 视频 横屏 竖 屏 音量 大小 语音 听 不到 声音 关机 重启 语音 听到 申请 售后服务 换 手机 听筒 声音 依然 可怜 接听电话 恨不得 耳朵 伸进去 无奈 买 垃圾 怀疑 换 新 换 垃圾 垃圾 
15411,用户 未填写 评价 内容 
15412,用户 未填写 评价 内容 
15413,天 还行 一点 挺 京东 希望 想 买 朋友 快递 员 签收 负责 嘻嘻 
15414,
15415,物流 很快 下单 次日 寄 产品 挺 体验 
15416,性价比 蛮强 关键 容量 有钱 买 XS 没钱 买 8P 逻辑 
15417,
15418,两天 官 网查 正品 总体 不错 唯一 速度 真 喵 慢 
15419,用户 未填写 评价 内容 
15420,用户 未填写 评价 内容 
15421,用户 未填写 评价 内容 
15422,用户 未填写 评价 内容 
15423,用户 未填写 评价 内容 
15424,送 朋友 京东 
15425,不错 通关 渠道 查 正品 
15426,感觉 不错 
15427,一如 支持 京东 签收 时 快递 态度 还好 外包装 一点 破损 产品 符有 影响 拆 包装 希望 没什么 
15428,媳妇 买 挺 没什么 挺 电池 挺 耐用 
15429,感觉 不错 第一次 买 买 挺 担心 买 确实 真的 
15430,上手 不错 后续 
15431,物流 说 第二天 一大 缺点 缝隙 估计 大部分 太 完美 难过 系统 依旧 很快 游戏 顺畅 手机 全新 未激活 放心 真的 糟心 缝隙 双 玻璃 面 不好 磨合 
15432,原装 正品 全新 机器 ios121 系统 运行 速度 6P 不停 卡顿 屏幕 双击 home 键 运行 程序 退出 自动 滑动 屏幕 退 程序 破 
15433,超级 流畅 敲击 屏幕 屏幕 底下 空空 感觉 多好 右下角 一道 划痕 
15434,好用 砸碎 修 
15435,电子产品 京东 采购 不错 特别 
15436,外观 手感 屏幕 高清晰 音质 待机时间 长 充电 换成 iPad12W 充电器 很快 无线 充电 轻微 发热 运行 速度 够快 无卡顿 值得 入手 一款 手机 
15437,外观 手感 屏幕 高清晰 音质 待机时间 长 充电 换成 iPad12W 充电器 很快 无线 充电 轻微 发热 运行 速度 够快 无卡顿 值得 入手 一款 手机 
15438,到货 很快 老妈 满意 
15439,一个多 星期 评论 不错 电池 还行 惊喜 外放 音乐 电影 感觉 喇叭 6s 音效 屏幕显示 摄像头 改变 习惯 人脸识别 有时候 识别 总体 满意 玩游戏 发热 不错 公司员工 说 不错 
15440,不错 喜欢 京东 物流 京东 服务 实体店 支持 京东 
15441,真心 无量 商家   怀疑 七天 理由 退货 东西 今天下午 收到 手机 一层 膜 贴着 打开 手机 晚上 贴膜 发现 屏幕 一条 细微 划痕 手机 拍 反光 手机 信号 同一个 地点 信号 一会 一会 不好 电信卡 手机 满格 商家 激活 请问 隔 商家 自带 垃圾 膜 划痕 插卡 开机 信号 不好 
15442,用户 未填写 评价 内容 
15443,京东 递给 力 东西 不错 性价比 高 
15444,用户 未填写 评价 内容 
15445,真机 喜欢 包装 不太好 
15446,用户 未填写 评价 内容 
15447,手机 很棒 
15448,第一次 网上 买手机 评价 
15449,
15450,用户 未填写 评价 内容 
15451,用户 未填写 评价 内容 
15452,乘着 降价 入手 iPhone   8p 玫瑰 金 颜色 xs 好看 配 透明 壳 超美 超赞 
15453,用户 未填写 评价 内容 
15454,
15455,东西 好歹 五千块 钱 东西 不说 送点 包装 简陋 盒子 防撞 空气 袋 
15456,一段时间 暂时 
15457,用户 未填写 评价 内容 
15458,速度 很快 昨天 下单 拿到 
15459,用户 未填写 评价 内容 
15460,
15461,用户 未填写 评价 内容 
15462,挺 通电话 声音 小声 搞 
15463,正品   老板   新年 新气象 新年 大吉 
15464,用户 未填写 评价 内容 
15465,电用       
15466,用户 未填写 评价 内容 
15467,物流 超快 不错 体验 
15468,两个 字 优秀 
15469,用户 未填写 评价 内容 
15470,挺     没买 怀疑 正品   一个多月   感觉 真的 不错 
15471,收到 不错 正品 价格合理 下次 还会 光顾 没用 评论 一段时间 
15472,苹果 一如既往 支持 果断 买 
15473,不错 第一次 买 中奖 电池容量 
15474,物流 很快 手机 到手 激活 明天 激活 明天 再来 追评 
15475,手机 没用 咋样 京东 电子产品 说 说 快递 月 12 下午 北京 京东 快递 隔天 上午 没想到   月 13 号 下午 快递 打电话 说货 分拣 错 发到 房山 通州 正好 发反 方向 整整     月 14 号 上午 收到 情况 第一次   说 糟心 京东 说法 先用   追加 
15476,本来 京东 选择 京东 自营 买 手机 没想到 稀乱 选送 电信卡 音讯 
15477,特意 接近 一个月 评价 vivo   x7 两年 有时候 卡顿 电池 耐用 三次 小心 摔 屏幕 左上角 摔碎 凑 活用 屏 出毛病 夜间 乱 闪 长时间 感觉 眼睛 不好 没事 网上 手机 接近 俩 月 火 牌子 看过 值得 入手 价格 手机 苹果 降价 入手 8p 感觉 不错 久 很快 单卡 用俩 手机 苹果 维沃 感觉 不太 第一次 苹果 感觉 很快 价格 这时候 合适 慢慢 
15478,感觉 不错 
15479,用户 未填写 评价 内容 
15480,6p 四年 感觉 慢 换 8p 速度 很快 厚 感觉 不错 
15481,昨天 拿到   表扬 物流   昨天 凌晨 下单 当天 送达   雨   小哥 辛苦 手机 刚用 OK   发现 
15482,下雪天 送货 感谢 送货 师傅 风雪 无阻 手机 满意 好用 
15483,用户 未填写 评价 内容 
15484,用户 未填写 评价 内容 
15485,用户 未 填写 评价 内容 系统 默认 评价 
15486,用户 未填写 评价 内容 
15487,耳机 转换头 特地 咨询 苹果 客服 官方 统一 配备 6sp 暂时 追加 
15488,用户 未填写 评价 内容 
15489,用户 未填写 评价 内容 
15490,后壳 进灰 二手 
15491,苹果 手机 没得说 拍照 一流 买 好几个 信赖 京东 
15492,用户 未填写 评价 内容 
15493,手机 不送 手机 壳 贴 钢化 膜 情况 电池 太行 追剧 够用 半天 十来天 两三次 卡顿 总 正版 新机 价格 偏高上 3999 emmmmhelliphellip 希望 毛病 
15494,体验 一顿 时间 
15495,用户 未填写 评价 内容 
15496,正品 保障 手机   价格 优惠 
15497,用户 未填写 评价 内容 
15498,手机 坏 买手机 想 买 8p 买 
15499,体验 差 购物 体验 手机 拆开 听筒 杂音 耳机 接触不良 手机 摔坏 着急 买 想 换货 京东 说要 返厂 检验 来回 一个月 问问 京东 专业 一点 检查员 出场 换货 慢慢 反 人为 
15500,说 手机 买 评论 helliphellip 犹豫 手机 完美 玻璃 盖儿 有点儿 粘 歪 导致 割手 感觉 正面 边框 进 东西 凑合 客服 有问必答 
15501,
15502,
15503,希望 久 行 
15504,手机 没什么 差评 犹豫 京东 值得 信赖 手机 没什么 段时间 追评           ps 托 
15505,
15506,实用 值得 信赖 
15507,手机 后置 摄像头 边缘 缝隙 塞下 一张 纸 不错 
15508,手机     想 买 x 太贵   home 键 买 
15509,商品 不错 三码 合一 正品 外观 
15510,用户 未填写 评价 内容 
15511,用户 未填写 评价 内容 
15512,
15513,新机 到货 吃 鸡 手感 超强 
15514,手机 膜 差评 
15515,今天下午 送来 玩 感觉 希望 好些 
15516,检查 正品 苹果 手机 高大 物流 挺快 快递 员 赞 春节 期间 休息 真心 感谢 
15517,"  快递 员工 这位 小哥 帮 送 次 东西 每次 棒 京东 买 东西 这大 几年 时间 里 遇见 小哥 
   东西 外面 塑料 封膜 破损 破损 路上 破损 肯定 是从 京东 库房 反思 说贵 不贵 便宜 便宜 东西 去年 买 8P 各个方面 摔坏 用惯 买 X 遗憾 总体 不错 分数 大部分 东西 快递 小哥 京东 表现 太 满意 
 
   说 苹果 明白 上次 买 便宜 苹果 偷工减料 原因 盒子 手机 充电器 数据线 耳机 35 毫米 耳机 转接头 没用过 固定 配件 35 转接线 问 客服 告诉 新 包装 转接线 便宜 好几百 我忍 
 
 观点 看法 8P 去年 月底 买 价钱 记得 5499 买 4800 买 观点 不喜 勿 喷 说 个人观点 体验 "
15518,手机 真品       体验 熟习 中 
15519,行 6sp   声音 好听 点     照相机 确实 
15520,手机 整体 设计 算 满意 运行 速度 一向 流畅 
15521,想 久 下单 网上 看不见 想 实体 店里 买 6sp 网上 买 网上 购买 首选 京东 不错 快递 送 门口 打开 划痕 快递 小哥 县城 服务态度 手机 整体 感觉 不错 
15522,"信号 差评 
 充电 发热 慢 "
15523,老婆 买 新年礼物 拆封 物流 给力 五星 好评 一段时间 追加 评论 
15524,京东 商城 购物 放心 
15525,
15526,差评 无力 吐槽 购买 前 8p 摄像头 进灰 希望 发行 解决 下单 买 到货 晚上 机器 19 年 生产 晚上 摄像头 有无 进灰 还好 手贱 激活 白天 阳光 一看 千万个 ldquordquo 奔过 灰 安装 摄像头 镜片 时 压住 灰尘 白色 点 图片 红线 指着 地方 实体店 购买 稳妥 激活 退换 差评 差评 差评 事情 说 三遍 
15527,手机 买 一个月 不到 服务 手机店 卡 手机 第一次 情况 说 翻新 机多 说 第一次 京东 买 东西 真的 坑 
15528,用户 未 填写 评价 内容 系统 默认 评价 
15529,棒棒               提 货             说           苹果 苹果     卖 贵         道理       做工 确实       放心 买           习惯 iOS 系统           很重         小米 mix2s 一比 算是 分量 轻 
15530,用户 未填写 评价 内容 
15531,用户 未填写 评价 内容 
15532,打开 录 视屏 卡 手机 到手 电 充电 打开 
15533,买回来 两天 手机 18 电 充电 慢慢 小时 充 WiFi 信号 强 激活 退 
15534,说不上来 好不好       目前为止 下载 东西 特别 慢     手机 正品       凑合着           抱 多大 希望 多久               手机 一点点 划痕       哈哈哈哈 
15535,"包装 简陋   京东 一向 
 手机 东西 激活   苹果 系统 细腻 感 太棒了   手机 只用 苹果 "
15536,刚买 几天 来电 铃声 不响 
15537,用户 未填写 评价 内容 
15538,外壳 掉 漆 影响 性能 算是 缺陷美 手机 性能 体现 强大 希望 国产手机 强大 下载 电子 发票 谢谢 京东 京东 递给 超值 服务 
15539,苹果 手机 性能 盖 拍照 清晰 价格 太 满意 
15540,
15541,快递 太慢       不用 SF           挺     总体   好评 
15542,用户 未 填写 评价 内容 系统 默认 评价 
15543,买 老婆 买 黑色 系统 流畅 10 挺 
15544,苹果 手机 系统 好用 点 
15545,"用过 4S   5S   6S 转入 菊花 牌用 mate10 mate20X 说 说 8P   天 感受 
 第一 iOS 吹 黑 完 事儿 
 说 说 VOLTE 玩意儿 支持 WLGC 电信 用户 2G 通话 渣 
 第三 游戏 小时 充电 25 小时 充电 速度 感人 写 评价 尝试 iPad 充电 头 10W 
 第四 游戏 体验 贼 棒 帧 数 稳定 掉电 速度 热量 还好 mate20X 转过 小屏 导致 眼瞎 
 第五 无线 充电 说 追评 "
15546,垃圾 手机 几天 卡 买 希望 想 买手机 有时候 闪退 玩游戏 卡 垃圾 垃圾 垃圾 
15547,先 两天 看着 行 京东 失望 
15548,昨天晚上 拍单 中午 宝贝 收到 正品 行货 
15549,
15550,挺不错 年货 节 发货 慢 
15551,官方 翻新 机 F 开头   京东 买手机 
15552,用户 未填写 评价 内容 
15553,用户 未填写 评价 内容 
15554,失望 送点 手机 壳 钢化 膜 
15555,官网 查询 激活 验机 说 手机 主板 换过 苹果 官网 查询 激活 时间 相差 半年 妈 上当 购买 京东 商城 商品 自营 
15556,正品 特别 好用 6S 好用 
15557,用户 未填写 评价 内容 
15558,第一次 京东 买手机   评论 说 京东 翻新 机   害怕   不想 钱 打水漂   29 号 晚上 下单   中午   试 下午   手感 不错   x   自我感觉   发现   官 网查 序列号 正品   开心   后期 追评 
15559,实用 速度 很快 
15560,"物流 很快 昨天晚上 下单 完上 十点 收到 查 正品 保修期 
 手指 点 屏幕 声音 空洞 感觉 怎么回事   没什么 
 一段时间 
 总体 不错 "
15561,正品 优秀 
15562,手机 不错 体验 评论 
15563,东西 倒 不错 发现 细节 第一 开机 一道 白条 闪屏 擦痕 查询 新机 擦痕 还好 抹掉 星期 满意 要说 大件 电器 京东 自营 保障 比较满意 盒子 刻痕 还好 屏 没事 苹果 是从 苹果 官网 买 细节 不在意 细节 总体 感觉 一百分 八十 稳稳 
15564,用户 未填写 评价 内容 
15565,刚买 10 天 电池 续航 电池 健康 100% 抗用 几天 玩游戏 视频 今天上午 11 点 发现 电量 剩 33% 上午 玩 手机 解释 
15566,帮 家人 买 打开 还行 
15567,第二台 上次 氧化 希望 这台 好点 
15568,手机 正品 流畅 挺快 
15569,京东 白条 套现 卖 商家 妥妥 
15570,半个 月 清晰度 流畅 度 杠杠 6s 放在 强力 推荐 
15571,不错   收到   比较满意   送货 很快 
15572,充电器 没用 礼拜 坏 
15573,妈妈 说 女孩子 买 金色   喜欢 黑色   收到 货看 背面 少许 溢胶 外观 比较满意   本来 电脑 打开 爱思 助手 本来 想 拍 一张 照片   发现 屏幕 闪屏   问 客服 说 日光灯 闪屏   恢复   说实话 拿到 失望   感觉 苹果 做   两天   越用 越 越 顺手 屏幕 柔和 度 手机   出厂日期 一月份   新鲜   优惠 力度 很大   满意 
15574,不错   下单   晚上   运行 流畅   好久 没用过 苹果 习惯 
15575,忐忑 不大敢 网上 买 拿到 手查 序列号 测 爱思验机 报告 18 年 12 月底 生产 充电 次数 未激活 查查 查后 放心 激活 内存 痛快 外观 一点 瑕疵 完美 万幸 中奖 
15576,怎嘛 感觉 翻新 机 
15577,
15578,手机 流畅 第一次 iphone 手机 官方 正品 京东 值得 信赖   永远 支持 京东 
15579,8P 一款 经典 设计 手机 价位 买 iPhonEXR 256g 版本 喜欢 电池 Xr 耐用 买来 打游戏 喜欢 颜色 
15580,不错 原封 正品   快递 超级   第一次 京东 买手机 印象 不错 还会来 
15581,习惯 好评 
15582,完美 机子 正品 外观 其他人 说 缝隙 昨天 到手 四个 小时 安装 下载 软件 45% 电 电池 感觉 4000ma 安卓 耐用 充电 慢 一点 流畅 一比 京东 小哥 敬业 新疆 大雪 天 送过来 感谢 小哥 
15583,宝贝 不错 下定决心 华为 族 逆转 苹果派 
15584,外观 好看 漂亮 手 感触 感 说 
